ref_date,geo,dguid,labour_force_characteristics,gender,age_group,statistics,data_type,uom,uom_id,scalar_factor,scalar_id,vector,coordinate,value,decimals
2021-12,Saskatchewan,2021A000247,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064321,9.1.1.1.1.1,887.0,1
2021-12,Saskatchewan,2021A000247,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064322,9.2.1.1.1.1,599.3,1
2021-12,Saskatchewan,2021A000247,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064323,9.3.1.1.1.1,565.8,1
2021-12,Saskatchewan,2021A000247,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064324,9.4.1.1.1.1,467.0,1
2021-12,Saskatchewan,2021A000247,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064325,9.5.1.1.1.1,98.8,1
2021-12,Saskatchewan,2021A000247,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064326,9.6.1.1.1.1,33.5,1
2021-12,Saskatchewan,2021A000247,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064327,9.7.1.1.1.1,5.6,1
2021-12,Saskatchewan,2021A000247,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064328,9.8.1.1.1.1,67.6,1
2021-12,Saskatchewan,2021A000247,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064329,9.9.1.1.1.1,63.8,1
2021-12,Alberta,2021A000248,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064510,10.1.1.1.1.1,3549.4,1
2021-12,Alberta,2021A000248,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064511,10.2.1.1.1.1,2485.5,1
2021-12,Alberta,2021A000248,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064512,10.3.1.1.1.1,2313.9,1
2021-12,Alberta,2021A000248,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064513,10.4.1.1.1.1,1891.1,1
2021-12,Alberta,2021A000248,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064514,10.5.1.1.1.1,422.8,1
2021-12,Alberta,2021A000248,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064515,10.6.1.1.1.1,171.6,1
2021-12,Alberta,2021A000248,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064516,10.7.1.1.1.1,6.9,1
2021-12,Alberta,2021A000248,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064517,10.8.1.1.1.1,70.0,1
2021-12,Alberta,2021A000248,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064518,10.9.1.1.1.1,65.2,1
2021-12,British Columbia,2021A000259,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064699,11.1.1.1.1.1,4395.0,1
2021-12,British Columbia,2021A000259,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064700,11.2.1.1.1.1,2866.0,1
2021-12,British Columbia,2021A000259,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064701,11.3.1.1.1.1,2714.5,1
2021-12,British Columbia,2021A000259,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064702,11.4.1.1.1.1,2147.7,1
2021-12,British Columbia,2021A000259,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064703,11.5.1.1.1.1,566.8,1
2021-12,British Columbia,2021A000259,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064704,11.6.1.1.1.1,151.5,1
2021-12,British Columbia,2021A000259,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064705,11.7.1.1.1.1,5.3,1
2021-12,British Columbia,2021A000259,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064706,11.8.1.1.1.1,65.2,1
2021-12,British Columbia,2021A000259,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064707,11.9.1.1.1.1,61.8,1
