,title,company,description,location,jobID,jobType
130,Sustainability Data Analyst,myGwork - LGBTQ+ Business Community,"This inclusive employer is a member of myGwork – the largest global platform for the LGBTQ+ business community.

JLL supports the Whole You, personally and professionally.

Our people at JLL are shaping the future of real estate for a better world by combining world class services, advisory and technology to our clients. We are committed to hiring the best, most talented people in our industry; and we support them through professional growth, flexibility, and personalized benefits to manage life in and outside of work. Whether you've got deep experience in commercial real estate, skilled trades, and technology, or you're looking to apply your relevant experience to a new industry, we empower you to shape a brighter way forward so you can thrive professionally and personally.

Duties & responsibilities

The Sustainability Data Analyst role will join JLL's Sustainability Data and Reporting team to support our data management, platform, compliance and reporting functions. The role will work across our global client portfolio delivering data management services, reporting and advice in a high performance, outcomes driven team. This is a remote and/or hybrid role that can be located anywhere in Canada.

The position is required to work collaboratively across internal global business lines including JLL's Client Account, Technology and Operations teams to help manage stakeholder expectations and maintain high quality service delivery.

Responsibilities

The candidate will have experience in delivering multiple programs of works in parallel. The role will be responsible for several tasks including:
• Assist in delivery of client projects by assisting them to meet their sustainability reporting objectives e.g. DJSI, GRESB, Modern Slavery, TCFD, GRI, RE100, NGER, SASB, CDP and other reporting frameworks.
• Develop a detailed understanding of JLL's sustainability reporting application, Canopy, and how we support our clients in measuring their sustainability performance.
• Participate in new client transition and delivery activities as required, to ensure projects are delivered on time and to a high standard.
• Work with client delivery and development teams to ensure program milestones are being met.
• Develop a detailed understanding of data structures within client's data.

Performance objectives
• The role requires the ability to actively manage concurrent projects and a strong talent for project coordination.
• Regularly communicate in a clear and non-technical way to internal JLL and client users.
• Be an integral part of the data and reporting team, contributing to the efficient monitoring and management of support requests, following internal processes and on-going performance improvement of the team.
• Contribute the successful migration of existing client base to new application within agreed timelines.
• Identify areas of the platform for improvement to enhance user experience.
• Identify support, training and management processes that can be improved to increase scalability and efficiency.

Key skills
• The ability to manage multiple deliverables with inter-related dependencies
• Strong organisational skills and process-driven, with an orientation toward continuous process improvement
• Strong emotional intelligence and capacity to deliver an excellent client experience.
• Strong ability to clearly identify issues with data and raise them to the appropriate JLL team member.
• Ability to work to a defined milestone dates and raise any concerns early and often.

Candidate specification
• 1-3 years' experience in similar analyst role.
• Basic understanding of HVAC and building energy systems and/or Green House Gas Emission calculations.
• Familiarity with sustainability related certification and benchmarking tool
• High proficiency in Microsoft Excel and data management.
• Proficient in using MS Excel, Access and SQL to combine and analyze data from various sources, and generate reports and graphics. Must be able to combine large volumes of data for consolidated reporting.
• Ability to perform data analysis and identify the gaps and trends in data.
• Excellent communication skills including the ability to identify and describe data anomalies and provide solutions accordingly.
• Lateral thinking and problem-solving skills.
• Ability to multi-task and manage priorities to meet deadlines.
• A strong desire to deliver a quality outcome for the client and end users.
• Experience and understanding of sustainability and carbon emissions reporting will be a strong advantage.
• Project management experience would be an advantage.
• This role requires a high attention to detail and a strong process-driven approach.

Location:

Remote -Toronto, ON

Job Tags

If this job description resonates with you, we encourage you to apply, even if you don't meet all the requirements. We're interested in getting to know you and what you bring to the table!

About JLL -

For over 200 years, JLL (NYSE: JLL), a leading global commercial real estate and investment management company, has helped clients buy, build, occupy, manage and invest in a variety of commercial, industrial, hotel, residential and retail properties. A Fortune 500® company with annual revenue of $20.9 billion and operations in over 80 countries around the world, our more than 103,000 employees bring the power of a global platform combined with local expertise. Driven by our purpose to shape the future of real estate for a better world, we help our clients, people and communities SEE A BRIGHTER WAY. JLL is the brand name, and a registered trademark, of Jones Lang LaSalle Incorporated. For further information, visit jll.com.

JLL Privacy Notice

Jones Lang LaSalle (JLL), together with its subsidiaries and affiliates, is a leading global provider of real estate and investment management services. We take our responsibility to protect the personal information provided to us seriously. Generally the personal information we collect from you are for the purposes of processing in connection with JLL's recruitment process. We endeavour to keep your personal information secure with appropriate level of security and keep for as long as we need it for legitimate business or legal reasons. We will then delete it safely and securely.

For more information about how JLL processes your personal data, please view our Candidate Privacy Statement.

For additional details please see our career site pages for each country.

For candidates in the United States, please see a full copy of our Equal Employment Opportunity and Affirmative Action policy here.

Jones Lang LaSalle (“JLL”) is an Equal Opportunity Employer and is committed to working with and providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation because of a disability for any part of the employment process - including the online application and/or overall selection process - you may contact us at Accommodation Requests. This email is only to request an accommodation. Please direct any other general recruiting inquiries to our Contact Us page > I want to work for JLL","Toronto, ON",Jr1_9RAzKKEhfFUcAAAAAA%3D%3D,Full-time
131,Data Entry Specialist,Altis Recruitment,"Our client, a leading data engineering company is looking for multiple Prompt Evaluation Reviewers for PERMANENT positions.
• Seeking 10 Thai/English Prompt Evaluators
• Seeking 10 Indonesian/English Prompt Evaluators
• Seeking 10 Vietnamese/English Prompt Evaluators

REMOTE ANYWHERE IN CANADA - This is an assignment that can be worked from the comfort of your home.

As a Prompt Evaluation Reviewer, you will be tasked to evaluate prompt responses for quality and accuracy, as well as ensure that they are helpful, relevant, and concise.

Responsibilities

· Evaluate a prompt response and assess them according to a set of client-mandated standards and metrics that includes accuracy, relevance, and helpfulness.

· Conduct in-depth research to gather precise and relevant information to provide an accurate response.

· Ensure the accuracy, coherence, and clarity of a prompt response.

· Provide constructive feedback and valuable insight regarding techniques and strategies for writing responses.

· Keep abreast of the latest trends and advancements in different subject areas to ensure quality and relevant responses.

· Contribute to the continuous improvement of our language model by identifying potential areas of enhancement and suggesting new prompt ideas.

· Collaborate with other SMEs to maintain consistency and quality across the prompt generation process.

Requirements

· Native-level in English AND any of the following languages (Thai, Indonesian, Vietnamese)

· Degree in English and/or their native language, Journalism or other related courses.

· Work experience in the native language will be considered beneficial.

· Should be fluent in Native language proficiency, English should also be good.

· Should be open to extended work hours.

· Familiarity and knowledge of various writing and art styles, as well as domains.

· Deep understanding of how AIs, MLs, LLMs, and NLPs work.

· Demonstrate ability to generate clear, concise, and engaging content.

· Strong research skills and ability to gather information from credible sources.

· Native Language proficiency, with excellent written communication skills.

· Strong research skills and ability to gather information from credible sources.

· Ability to work independently and meet deadlines.

· Attention to detail and commitment to delivering high-quality work.

· Flexibility to adapt to changing project requirements and priorities.

· Collaborative mindset and willingness to work with a multidisciplinary team.

· Own a laptop with a secure internet connection",Canada,i-r5s21bUmPaKta0AAAAAA%3D%3D,Full-time
132,Virtual Data Entry Assistant Jr.,Resrch Lab,"Just apply here: jobclove.com

Do you enjoy meticulous work and possess a passion for keeping things organized?

Become a Data Navigator as a Remote Data Entry Specialist! We're seeking motivated individuals to tackle diverse data entry projects, offering the flexibility to work remotely or in-person at our local office.

Your Meticulousness Paves The Way For Efficiency
• Ensure accuracy and quality: Utilize your keen eye for detail to guarantee error-free data entry, ensuring smooth data flow and improving overall efficiency.
• Become the Data Navigator: Chart a clear course by meticulously entering and organizing information, making it easily accessible and usable for various purposes.
• Embrace continuous learning: Gain valuable experience and knowledge in data management through comprehensive training and innovative tools.
• Craft your ideal work-life balance: Enjoy the flexibility of a remote work schedule, ideal for those seeking a balanced lifestyle.
• Potential for recognition: Explore opportunities for rewards and recognition based on your valuable contributions.

Who You Are
• A detail-oriented individual with a passion for accuracy and a desire to contribute to efficient data management.
• Demonstrate the ability to follow detailed instructions and consistently deliver high-quality data entries.
• Possess a reliable internet connection and a smartphone camera or PC webcam for verification purposes.

This is a part-time opportunity, perfect for individuals seeking work-from-home flexibility or to supplement their income. Prior data entry experience is a plus, but not required.

Why Choose Us
• We value our employees and their contributions, fostering a positive and supportive work environment, regardless of location.
• Enjoy a collaborative and engaging atmosphere where your dedication to organization is appreciated.
• We are committed to providing opportunities for your personal and professional growth.

Join us and become a Data Navigator as a Remote Data Entry Specialist","Edmonton, AB",SH2au4gJJKUdLyAlAAAAAA%3D%3D,Part-time
133,Data Architect - Intermediate,"LanceSoft, Inc.","Project Name

JIMS 3.0 (Justice Information Management System)

Scope

The Data Unit requires the support of contingent labour to support a data integration project aimed to re-design and implement several reporting data marts, with conformed dimensions, containing court data into an Enterprise Data Warehouse (EDW) and a set of dependent views.

The position will be responsible for performing technical strategic functions, ensuring the architecture supports Justice data analytics and reporting needs.

Additionally, this role may support application of the Data Fabric architecture, data quality, data standards, and best practices to development as needed.

The Successful Candidate Is Expected To Have a Broad Skill Set And Be Capable Of Performing Diverse Functions And Activities, Including But Not Limited To
• Understanding of data warehouse design principles, including dimensional modeling, star schemas, snowflake schemas, and the use of conformed dimensions to ensure consistency across data marts.
• Create both logical and physical data models that efficiently store data and support business processes.
• Support the development and adoption of best practices for data management, integration and common data management, and standardized methodologies.
• Contribute to development of individual data architectures and data quality practices, as needed, to support business objectives.
• Work with datasets using ETL (Extract, Transform, Load) tools and techniques for integrating data from various sources into the EDW.
• Interact with clients/partners (GOA-internal and/or external).

Duties
• Design the data architecture, including the EDW structure, data marts, and conformed dimensions, to support reporting and analytical needs.
• Develop logical and physical data models for the EDW and data marts, ensuring they are optimized for performance and aligned with business processes.
• Plan and oversee the integration of data from various sources into the EDW, designing ETL processes that ensure data quality and consistency.
• Establish data governance policies and practices to manage data access, quality, and security throughout the project.
• Support the development, adoption, and implementation of best practices in data management, which includes data architecture, data sharing, data integration, data quality, common data, and standardized methodologies.
• Lead or assist in communicating activities surrounding the Data architecture.
• Document the data architecture, models, and processes, and ensure knowledge transfer to IT and business teams for ongoing operations and maintenance.
• Contribute to development of data sharing, data integration, data quality, common data and standardized methodologies.
• Participate in design reviews, regular or ad-hoc architectural reviews – ensuring correct interpretation of the data architecture.
• Respond to requests for extensions to the scope of the data architecture, as needed.
• Work with developers and supporting information technology (IT) resources to manage ongoing data assets and process changes, as needed.
• Work with IT and business stakeholders to ensure the data architecture meets business requirements and is aligned with the organization’s strategic goals.

Deliverables
• Specific deliverables and due dates will be determined by the client team.
• Status reports - weekly and monthly","Edmonton, AB",q8Y-dhGSvA5Yzb7sAAAAAA%3D%3D,Full-time
134,Senior Data Engineer,AdventInfotech,"Senior Data Engineer:

We at Advent Infotech are looking for IT professionals to work with us on innovative projects of the best IT companies.

If you have the passion, we’ll take care of the rest. Work for projects that are sure to take your career graph to the next level.

Advent Infotech - Recruiting Top IT Professionals for cutting edge projects in USA for more than seven years

Requirements:
• 6 plus years experience in Data Engineering, Data analysis, Dash Framework, Python.
• Design, build, and maintain data processing pipelines.
• Define API's and microservices consumed by other applications/teams.
• Strong Python skills
• Understanding of databases, data warehouses, and data lakes.
• Must have experience with technologies (Talend, Databricks, Azure Data Factory)
• Proficiency with relational databases (Oracle, DB2, SQL Server, etc.) and SQL
• Build, test, and maintain tools, and infrastructure to support Data science initiatives

What do we expect from you?
• Masters or Bachelor in CIS/ Engineering / Science / Mathematics / Statistics/ Design …etc
• Should have hands-on years' of experience in any one of the above technology
• Ability to work independently
• Competitive Salary","Toronto, ON",ZWpr8p-PTLono0GEAAAAAA%3D%3D,Full-time
135,Lead Data Engineer (Fintech team) – Remote,Agoda,"About Agoda

Agoda is an online travel booking platform for accommodations, flights, and more. We build and deploy cutting-edge technology that connects travelers with more than 3.6 million accommodations globally. Based in Asia and part of Booking Holdings, our 6,000+ employees representing 90+ nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership, enhancing the ability for our customers to experience the world.

Our Purpose – Bridging the World Through Travel

We believe travel allows people to enjoy, learn and experience more of the amazing world we live in. It brings individuals and cultures closer together, fostering empathy, understanding and happiness.

We are a skillful, driven and diverse team from across the globe, united by a passion to make an impact. Harnessing our innovative technologies and strong partnerships, we aim to make travel easy and rewarding for everyone.

About Agoda

Agoda is an online travel booking platform for accommodation, flights, and more. We build and deploy cutting edge technology that connects travelers with more than 2.5 million accommodations globally. Based in Asia and part of Booking Holdings, our 4,000+ talents coming from 90+ different nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership, enabling our customers to experience the world

Get to Know Our Team

Fintech is one of the fastest growing areas in Agoda and we are rapidly expanding our tech team. We work closely with the finance business team and our Fintech product owners to reduce risk, drive efficiencies and move on new market opportunities in this exciting field. We have a wide range of projects from traditional finance or cutting-edge customer fintech. For example, reconciliation using Big Data technologies, growing and optimizing customer payments options, tax calculations in milli-second response times and a mesh of supplier payment options like vertical credit cards. Its a hot field and the perfect mix of data engineering and backend engineering.

The Opportunity

We are looking for engineers with experience in the fintech area. This can be a year or two at a fintech startup right through to an expert in this domain. You might have a background as ‘ back end ’ or ‘data’ engineer , either way we are looking for smart engineers who can be super agile, move fast and have an eye for detail. We’d love to hear from you if you are skilled in any of the technologies we work with and excited at building new fintech technology.

In this Role, you will get to
• Lead the team technically in improving scalability, stability, accuracy, speed and efficiency of our existing Data systems
• Build, administer and scale data processing pipelines
• Be comfortable navigating the following technology stack: Scala, Spark, java, Golang, Python3, scripting (Bash/Python), Hadoop, SQL, S3 etc
• Improve scalability, stability, accuracy, speed and efficiency of our existing data systems
• Design, build, test and deploy new libraries, frameworks or full systems for our core systems while keeping to the highest standards of testing and code quality
• Work with experienced engineers and product owners to identify and build tools to automate many large-scale data management / analysis tasks

What You’ll Need To Succeed
• Bachelor’s degree in Computer Science /Information Systems/Engineering/related field
• 5+ years of experience in Data engineering
• Good experience in Apache Spark
• Expert level understanding of JVM and either Java or Scala
• Experience debugging and reasoning about production issues is desirable
• A good understanding of data architecture principles preferred
• Any other experience with Big Data technologies / tools
• SQL experience
• Analytical problem-solving capabilities & experience
• Systems administration skills in Linux

It’s great if you have
• Good understanding of Hadoop ecosystems
• Experience working with Open-source products
• Python/Shell scripting skills
• Working in an agile environment using test driven methodologies

#telaviv #jerusalem #IT #ENG #4 #sanfrancisco #sanjose #losangeles #sandiego #oakland #denver #miami #orlando #atlanta #chicago #boston #detroit #newyork #portland #philadelphia #dallas #houston #austin #seattle #sydney #melbourne #perth #toronto #vancouver #montreal #shanghai #beijing #shenzhen #prague #Brno #Ostrava #cairo #alexandria #giza #estonia #paris #berlin #munich #hamburg #stuttgart #cologne #frankfurt #hongkong #budapest #jakarta #bali #dublin #telaviv #milan #rome #venice #florence #naples #turin #palermo #bologna #tokyo #osaka #kualalumpur #malta #amsterdam #oslo #manila #warsaw #krakow #doha #alrayyan #riyadh #jeddah #mecca #medina #singapore #seoul #barcelona #madrid #stockholm #zurich #taipei #tainan #taichung #kaohsiung #bangkok #Phuket #istanbul #london #manchester #edinburgh #hcmc #hanoi #lodz #wroclaw #poznan #katowice #rio #salvador #newdelhi #bangalore #bandung #yokohama #nagoya #okinawa #fukuoka #jerusalem #IT #4

Equal Opportunity Employer

At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.

We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy .

To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias, Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes","Montreal, QC",Ta5Ba14D4pKJpkQRAAAAAA%3D%3D,Full-time
136,Senior Data Integration Engineer,Synechron,"We Are :

Synechron is a leading global digital transformation consulting firm focused on financial services and technology organizations. Our specialties include end-to-end Artificial Intelligence, Consulting, Digital, Cloud & DevOps, Data, and Software Engineering. Our 13 FinLabs serve as hubs where we innovate and develop cutting-edge business solutions.

Responsibilities:
• Strong understanding or Snowflake on Azure Architecture, design, implementation and operationalization of large-scale data and analytics solutions on Snowflake Cloud Data Warehouse.
• Hands-on development experience with Snowflake features such as Snow SQL; Snow Pipe; Python; Tasks; Streams; Time travel; Zero Copy Cloning; Optimizer; Metadata Manager; data sharing; and stored procedures.
• Experience in Data warehousing - OLTP, OLAP, Dimensions, Facts, and Data modeling.
• Need to have working knowledge of MS Azure configuration items with respect to Snowflake.
• Developing EL pipelines in and out of data warehouse using combination of Data bricks, Python and Snow SQL.
• Developing scripts UNIX, Python etc. to Extract, Load and Transform data, as well as other utility functions.
• Provide production support for Data Warehouse issues such data load problems, transformation translation problems

Requirements:
• You are:
• Minimum 8 years of designing and implementing an operational production grade large-scale data solution on Microsoft Azure Snowflake Data Warehouse.
• Including hands on experience with productionized data ingestion and processing pipelines using Python, Data bricks, Snow SQL
• Excellent understanding of Snowflake Internals and integration of Snowflake with other data processing and reporting technologies

It would be great if you also had:
• Detail-oriented, ability to turn deliverables around quickly with a high degree of accuracy
• Strong analytical skills, ability to interpret business requirements and produce functional and technical design documents
• Good time management skills – Ability to prioritize and multi-task, handling multiple efforts at once
• Strong desire to understand and learn domain.
• Experience in a financial services/banking industry
• Ability to work in a fast paced environment; to be flexible and learn quickly.
• Ability to multi-task with attention to detail/ prioritize tasks.

We can offer you
• A multinational organization with 48 offices in 19 countries and the possibility to work abroad
• 15 days (3 weeks) of paid annual leave plus an additional 10 days of personal leave (floating days and sick days)
• A comprehensive insurance plan including: medical, dental, vision, life insurance, and long term disability
• RRSP with employer’s contribution up to 4%
• A higher education certification policy
• On-demand Udemy for Business for all Synechron employees with free access to more than 5000 curated courses
• Coaching opportunities with experienced colleagues from our Financial Innovation Labs (FinLabs) and Center of Excellences (CoE) groups
• Cutting edge projects at the world’s leading tier-one banks, financial institutions and insurance firms
• A truly diverse, fun-loving and global work culture
• SYNECHRON’S DIVERSITY & INCLUSION STATEMENT

Diversity & Inclusion are fundamental to our culture, and Synechron is proud to be an equal opportunity workplace and is an affirmative action employer. Our Diversity, Equity, and Inclusion (DEI) initiative ‘Same Difference’ is committed to fostering an inclusive culture – promoting equality, diversity and an environment that is respectful to all. We strongly believe that a diverse workforce helps build stronger, successful businesses as a global company. We encourage applicants from across diverse backgrounds, race, ethnicities, religion, age, marital status, gender, sexual orientations, or disabilities to apply. We empower our global workforce by offering flexible workplace arrangements, mentoring, internal mobility, learning and development programs, and more.

All employment decisions at Synechron are based on business needs, job requirements and individual qualifications, without regard to the applicant’s gender, gender identity, sexual orientation, race, ethnicity, disabled or veteran status, or any other characteristic protected by law","Mississauga, ON",ZrdMFVLCVHQryiDNAAAAAA%3D%3D,Full-time
137,EAM Data Business Analyst,truData Solutions,"Title: EAM Data Business Analyst

Start Date: ASAP

Rate: Negotiable

Duration: 6 month+

Location: %100 remote based out of Vancouver, BC

Description:

Responsibilities

· Conduct in-depth analysis of current business processes related to asset management using Hexagon EAM (experience with Synergen EAM an asset)

· Identify opportunities for process improvement, efficiency gains, and cost reduction.

· Collaborate with stakeholders across departments (operations, maintenance, finance, IT) to understand and document business requirements.

· Develop and document functional and technical specifications for system enhancements and integrations.

· Define source data requirements and mappings to Hexagon data domains (data management/warehousing experience critical)

· Shepherd data validation process with business stakeholders during implementation project testing and deployment

· Define and document reporting and information required from Hexagon and legacy EAM implementations

· Stay up-to-date on the latest trends and best practices in Hexagon EAM and asset management.

About truData

Headquartered in San Diego, CA truData is a technology services provider and a data-oriented company specializing in data and analytics and integration offerings delivered through cloud solutions. We partner with clients in their Digital Transformation journey, ensuring improved consumer insight, reduced complexity whilst increasing revenues, and streamlined processes.

Every truData employee is unique. We each have our own diverse experience, and that’s what enables us to innovate and deliver excellence to our customers. At truData you will have a voice, you will be heard, and you will make a difference. Come join us!

At truData we embrace change and diversity. Our culture is based upon inclusivity, because when new perspectives are brought to the table, magic happens. Come join our team and help lets achieve greatness together.

You may also apply for this position by mail. Send your cover letter and resume to:

Corporate Staffing

truData, LLC

5411 Avenida Encinas, Suite 280

Carlsbad, CA 92008",Canada,PNyG-BEyzFvX636gAAAAAA%3D%3D,Contractor and Temp work
138,Data Solutions Architect,"OpsGuru, a Carbon60 Company","OpsGuru is a global engineering and consulting group. We are experts in the container ecosystem, data processing and analytics, and cloud-native technologies. Our team is formed by network, data, security, DevOps specialists, and application developers. OpsGuru empowers customers with technology to solve their business problems and provides the tools to assure success in their digital transformation.

OpsGuru's value to our customers centers around our ability to provide deep technical guidance based on their business needs. We achieve this by assigning small, virtual teams of highly skilled individuals to each client. Within these teams, the Data Solutions Architect is responsible for providing technical expertise and leadership to Data Engineers, while also maintaining a systems view that is able to reconcile technical decisions with broader project goals. Data Solutions Architects work alongside our Principal Consultants to ensure our project deliverables meet stakeholders' needs while upholding OpsGuru's quality and operational maturity standards.

Roles and Responsibilities

Project Delivery:
• Provide deep technical expertise and leadership across a range of cloud data technologies. You will be the go-to person for driving tool selection, resolving complex engineering issues, and guiding best practices during engagements.
• Lead the design and implementation of data platforms to meet customers' business requirements.
• Lead whiteboard design sessions with internal and external team members.
• Identify and communicate technical risks as they emerge over the course of a project.
• Work closely with Principal Consultants to extract project requirements during technical discovery sessions, define deliverables to meet those requirements, and break down those deliverables into a technical roadmap.
• Lead teams of data engineers to execute project roadmaps. Provide guidance on technical tasks, priorities, and technical assistance when needed.
• Manage scope within customer engagements. Identify changing requirements as they arise, determine their impact on scope, and ensure all stakeholders are aware and agree with the changes.
• Maintain a close working relationship with the customer, as a ""Trusted Advisor"". Set clear expectations, challenge assumptions, solicit feedback, and take ownership of project deliverables.
• Establishing credibility and building impactful relationships with our customers

Design and Delivery:
• Design and delivery of the following:
• Complex ETL/ELT processes, large-scale batch and real-time stream processing solutions, and optimizing data and schemas
• Data Lakes using native cloud tools or leveraging 3rd party platforms (for example Snowflake or Databricks)
• AI-based solutions for NLP, speech and video recognition, anomaly and fraud detection, chatbots, etc.
• End-to-end data solutions from ingestion pipelines, cataloging, analysis, and sharing insights (for example reports, dashboards, ML forecasts/predictions, etc.)
• Migrations and transformations of data services such as relational databases, NoSQL databases, and Data Warehouses (heterogeneous and homogeneous)
• Designing, building, training, and optimizing AI/ML solutions
• Designing and integrating MLOps solutions to support model lifecycle automation

Other Technical:
• Developing code using Python, Java, and Scala languages
• Architect and operationalize solutions following best practices including data governance, privacy, lifecycle management, and cost optimization
• Maintain relevant certifications on cloud and data technologies and stay informed of key industry trends

Qualification & Experience

Technical:
• 3+ years of experience in public cloud environments (AWS preferred).
• 3 + years of developing code using Python, Java, or Scala languages
• Experience building complex data engineering pipelines and ETL/ELT tasks
• Experience with relational databases (for example Oracle, SQL Server, MySQL, Postgres, MariaDB) or managed cloud RDBMS services (such as Amazon Aurora)
• Experience with NoSQL databases such as MongoDB, Cassandra, CouchDB, ElasticSearch, Neo4j, DynamoDB, BigTable, etc.
• Experience building batch processing and real-time processing systems.
• Experience building Data Warehouses and Data Lakes
• Experience with 3+ of the following:
• Building real-time streaming solutions leveraging technologies such as: Kafka, Kinesis, Pub/Sub messaging, event buses, or Spark Streaming
• Designing and implementing analytics and BI solutions such as MicroStrategy, Tibco, Qlikview, or Tableau
• Building AI/ML solutions, including operations such as ongoing training, optimizations, and model deployments.
• Designing, implementing, training, and optimizing ML and AI models
• Building solutions leveraging caching systems (for example Redis) and object stores (for example Amazon S3, Amazon Glacier, etc.)

Consulting:
• Proven ability to discuss and design solutions using concepts such as data lineage, data quality gates, data anonymization, data governance, data security, data replication, data caching, data lifecycle management, data catalogs, and networking
• Understanding of requirements and impacts from compliance frameworks such as HIPAA, PCI, GDPR, PIPEDA, etc.
• Strong communication and presentation skills, written and verbal
• Experience writing technical documentation
• Experience in technical mentoring
• Experience working in a customer-facing delivery role in a consulting or professional services environment

As an employer, OpsGuru, a Carbon60 Company, recognizes the importance of balancing our careers with other aspects of our lives, and our culture reflects this ethos - from flexible work hours to health and wellness incentives and having fun along the way. We look for people who thrive in an environment of accountability and at times ambiguity as we adapt and grow our business.

OpsGuru is an equal-opportunity employer. We welcome and encourage applications from people with all levels of ability. Accommodations are available on request for candidates taking part in all aspects of the selection process. We thank all applicants for their interest in this exciting opportunity. Only candidates that meet the qualifications will be contacted for an interview",Canada,WnA8N5BN9oxDkiLiAAAAAA%3D%3D,Full-time
139,Data Scientist,AdventInfotech,"Data Scientist:

We are seeking a highly motivated and skilled Data Scientist to join our dynamic team. The Data Scientist will play a crucial role in turning complex data into actionable insights that drive business decisions and innovation. This position involves analyzing large datasets, developing models, and delivering strategic recommendations to enhance our products and services.

Skills Requirements:
• Bachelor's or Master's degree in Data Science, Statistics, Computer Science, Mathematics, or a related field.
• 6plus years experience in data analysis, machine learning, and predictive modeling.
• Proficiency in programming languages such as Python or R.
• Strong knowledge of machine learning frameworks and libraries (e.g., TensorFlow, scikit-learn, PyTorch).
• Experience with data visualization tools (e.g., Tableau, Power BI, Matplotlib, Seaborn).
• Excellent problem-solving skills and attention to detail.
• Effective communication and presentation skills.
• Ability to work in a collaborative team environment and independently.
• Experience with big data technologies and platforms (e.g., Hadoop, Spark, SQL, NoSQL).
• Knowledge of natural language processing (NLP) and deep learning.
• Familiarity with cloud computing platforms (e.g., AWS, Azure, Google Cloud).
• Previous industry experience in a data scientist or analytics role.

What do we expect from you?
• Masters or Bachelor in CIS/ Engineering / Science / Mathematics / Statistics/ Design …etc
• Should have hands-on years of experience in any one of the above technology
• Advance English Speaking
• Ability to work independently
• Competitive Salary

About Advent Infotech:

Advent Infotech is a multinational IT services company with offices in 7 countries, including Mexico. Our clients mainly come from the United States. Our head office is located in New Jersey, USA Our delivery centers are located in six countries: India, Indonesia, Australia, Poland, Canada, and Mexico. Advent is led by great leadership with more than twenty years in the business. Our directors are highly ethical and come with a Harvard Business School education, serial entrepreneurs, and angel investors with long-standing business ethics. Advent's motto has always been to provide profitable technology solutions for our clients while creating value for our clients","Vancouver, BC",M5XBjZtTkQ_D8mxYAAAAAA%3D%3D,Full-time
