ref_date,geo,dguid,labour_force_characteristics,gender,age_group,statistics,data_type,uom,uom_id,scalar_factor,scalar_id,vector,coordinate,value,decimals
2022-04,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,19709.7,1
2022-05,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,19763.4,1
2022-06,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,19750.8,1
2022-07,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,19787.5,1
2022-08,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,19781.2,1
2022-09,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,19796.1,1
2022-10,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,19882.8,1
2022-11,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,19923.8,1
2022-12,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,19998.5,1
2023-01,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20113.5,1
2023-02,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20153.3,1
2023-03,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20214.1,1
2023-04,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20257.8,1
2023-05,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20246.7,1
2023-06,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20332.9,1
2023-07,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20352.1,1
2023-08,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20412.1,1
2023-09,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20465.3,1
2023-10,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20493.9,1
2023-11,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20518.5,1
2023-12,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20532.8,1
2024-01,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20577.1,1
2024-02,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20607.7,1
2024-03,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20614.5,1
2024-04,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20700.5,1
2024-05,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20698.3,1
2024-06,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20715.9,1
2024-07,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20712.9,1
2024-08,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20742.6,1
2024-09,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20779.3,1
2024-10,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20782.6,1
2024-11,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20826.4,1
2024-12,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20917.4,1
2025-01,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20993.4,1
2025-02,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20994.5,1
2025-03,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20961.9,1
2025-04,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20969.3,1
2025-05,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062811,1.3.1.1.1.1,20978.1,1
2020-01,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,18779.5,1
2020-02,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,18352.1,1
2020-03,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,17847,1
2020-04,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,17430.6,1
2020-05,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,17262.1,1
2020-06,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,17356.5,1
2020-07,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,17639.9,1
2020-08,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,17968.9,1
2020-09,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,18289.7,1
2020-10,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,18523.8,1
2020-11,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,18601.6,1
2020-12,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,18605.4,1
2021-01,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,18616.2,1
2021-02,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,18640,1
2021-03,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,18669.7,1
2021-04,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,18721.4,1
2021-05,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,18787.7,1
2021-06,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,18879.8,1
2021-07,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,18996.4,1
2021-08,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,19094.9,1
2021-09,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,19196.1,1
2021-10,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,19299.8,1
2021-11,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,19377,1
2021-12,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,19440.2,1
2022-01,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,19500.7,1
2022-02,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,19567.9,1
2022-03,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,19628.7,1
2022-04,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,19684.9,1
2022-05,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,19722.9,1
2022-06,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,19756.8,1
2022-07,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,19782.2,1
2022-08,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,19800.4,1
2022-09,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,19836,1
2022-10,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,19882.6,1
2022-11,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,19943.6,1
2022-12,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20011,1
2023-01,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20078.9,1
2023-02,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20142.6,1
2023-03,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20195.9,1
2023-04,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20241.5,1
2023-05,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20283.8,1
2023-06,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20325.1,1
2023-07,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20365.4,1
2023-08,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20408.1,1
2023-09,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20448.1,1
2023-10,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20483.6,1
2023-11,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20516.5,1
2023-12,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20546.3,1
2024-01,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20577.2,1
2024-02,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20607.5,1
2024-03,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20636.6,1
2024-04,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20666.1,1
2024-05,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20690.2,1
2024-06,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20709.4,1
2024-07,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20725.8,1
2024-08,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20748.5,1
2024-09,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20778.1,1
2024-10,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20813.6,1
2024-11,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20857,1
2024-12,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20903.5,1
2025-01,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20940.6,1
2025-02,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20963.7,1
2025-03,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20975.8,1
2025-04,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20981.5,1
2025-05,Canada,2021A000011124,Employment,Total - Gender,15 years and over,Estimate,Trend-cycle,Persons in thousands,428,thousands,3,v100304302,1.3.1.1.1.3,20981.8,1
2020-01,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,15578.3,1
2020-02,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,15607,1
2020-03,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,15076.9,1
2020-04,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,13612.9,1
2020-05,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,13870.2,1
2020-06,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,14459.3,1
2020-07,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,14580.9,1
2020-08,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,14714.9,1
2020-09,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,15079.5,1
2020-10,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,15062.3,1
2020-11,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,15189.6,1
2020-12,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,15217.5,1
2021-01,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,15205.6,1
2021-02,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,15298.9,1
2021-03,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,15454.3,1
2021-04,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,15372.5,1
2021-05,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,15337.7,1
2021-06,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,15384.3,1
2021-07,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,15441.1,1
2021-08,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,15507.5,1
2021-09,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,15692,1
2021-10,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,15728.7,1
2021-11,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,15801.1,1
2021-12,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,15920.8,1
2022-01,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,15870.3,1
2022-02,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16030.5,1
2022-03,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16037.3,1
2022-04,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16084.2,1
2022-05,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16210.3,1
2022-06,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16212.3,1
2022-07,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16246.6,1
2022-08,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16217.1,1
2022-09,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16212.3,1
2022-10,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16269.8,1
2022-11,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16345.9,1
2022-12,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16426.8,1
2023-01,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16523.6,1
2023-02,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16560.5,1
2023-03,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16614.7,1
2023-04,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16621.7,1
2023-05,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16604.6,1
2023-06,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16718.2,1
2023-07,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16724.2,1
2023-08,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16798.8,1
2023-09,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16791.4,1
2023-10,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16817.4,1
2023-11,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16839.6,1
2023-12,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16853.6,1
2024-01,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16840.8,1
2024-02,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16902.6,1
2024-03,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16896.9,1
2024-04,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16953.9,1
2024-05,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16909,1
2024-06,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16919.7,1
2024-07,Canada,2021A000011124,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062812,1.4.1.1.1.1,16978.1,1
